[Header]
Application Name	LabSolutions
Version	5.99
Data File Name	D:\shaun\Data\20220912\HLx-purified001.lcd
Output Date	26/09/2022
Output Time	17:22:17

[File Information]
Type	Data File
Generated	13/09/2022 18:10:05
Generated by	System Administrator
Modified	26/09/2022 17:21:11
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	13/09/2022 18:10:32
Sample Type	0:Unknown
Level	0
Sample Name	
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	5

[Original Files]
Data File	D:\shaun\Data\20220912\HLx-purified001.lcd
Method File	D:\shaun\Method\Analysis_05to80_60deg_200720.lcm
Batch File	D:\shaun\Batch\20220913.lcb
Report Format File	D:\shaun\Data\shaun-report.lsr

[File Description]


[Configuration]
Instrument Name	UPLC
Instrument #	2
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	2

[Peak Table(PDA-Ch1)]
# of Peaks	3
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
0.10400	-2476
0.10800	-2478
0.11200	-2459
0.11600	-2424
0.12000	-2371
0.12400	-2328
0.12800	-2278
0.13200	-2198
0.13600	-2104
0.14000	-1998
0.14400	-1867
0.14800	-1717
0.15200	-1561
0.15600	-1391
0.16000	-1228
0.16400	-1071
0.16800	-891
0.17200	-679
0.17600	-460
0.18000	-247
0.18400	-23
0.18800	218
0.19200	465
0.19600	697
0.20000	938
0.20400	1198
0.20800	1452
0.21200	1721
0.21600	1993
0.22000	2264
0.22400	2569
0.22800	2876
0.23200	3170
0.23600	3479
0.24000	3792
0.24400	4095
0.24800	4402
0.25200	4711
0.25600	5026
0.26000	5339
0.26400	5668
0.26800	6022
0.27200	6356
0.27600	6700
0.28000	7043
0.28400	7357
0.28800	7681
0.29200	8006
0.29600	8339
0.30000	8684
0.30400	9022
0.30800	9350
0.31200	9684
0.31600	10029
0.32000	10372
0.32400	10710
0.32800	11038
0.33200	11366
0.33600	11689
0.34000	12008
0.34400	12316
0.34800	12624
0.35200	12954
0.35600	13284
0.36000	13618
0.36400	13942
0.36800	14252
0.37200	14555
0.37600	14852
0.38000	15142
0.38400	15431
0.38800	15727
0.39200	16034
0.39600	16367
0.40000	16728
0.40400	17093
0.40800	17463
0.41200	17783
0.41600	18005
0.42000	18116
0.42400	18128
0.42800	18141
0.43200	18285
0.43600	18594
0.44000	18936
0.44400	19098
0.44800	18822
0.45200	17815
0.45600	15789
0.46000	12365
0.46400	7214
0.46800	289
0.47200	-8010
0.47600	-16394
0.48000	-22671
0.48400	-24895
0.48800	-22650
0.49200	-17101
0.49600	-9909
0.50000	-2284
0.50400	5108
0.50800	11845
0.51200	17600
0.51600	22095
0.52000	25205
0.52400	27095
0.52800	28093
0.53200	28545
0.53600	28773
0.54000	28998
0.54400	29287
0.54800	29667
0.55200	30126
0.55600	30615
0.56000	31114
0.56400	31597
0.56800	32034
0.57200	32427
0.57600	32776
0.58000	33063
0.58400	33312
0.58800	33519
0.59200	33700
0.59600	33866
0.60000	34010
0.60400	34143
0.60800	34274
0.61200	34411
0.61600	34543
0.62000	34689
0.62400	34845
0.62800	34900
0.63200	34509
0.63600	32915
0.64000	29477
0.64400	24617
0.64800	19798
0.65200	16475
0.65600	15315
0.66000	16103
0.66400	18209
0.66800	21049
0.67200	24143
0.67600	27156
0.68000	29907
0.68400	32300
0.68800	34285
0.69200	35873
0.69600	37100
0.70000	38027
0.70400	38732
0.70800	39272
0.71200	39686
0.71600	40004
0.72000	40261
0.72400	40478
0.72800	40654
0.73200	40820
0.73600	40971
0.74000	41109
0.74400	41250
0.74800	41417
0.75200	41610
0.75600	41795
0.76000	41963
0.76400	42115
0.76800	42256
0.77200	42374
0.77600	42493
0.78000	42683
0.78400	43035
0.78800	43580
0.79200	44158
0.79600	44566
0.80000	44794
0.80400	45131
0.80800	52623
0.81200	97818
0.81600	203541
0.82000	345053
0.82400	478197
0.82800	568547
0.83200	585191
0.83600	506847
0.84000	354020
0.84400	187621
0.84800	63862
0.85200	-1374
0.85600	-25591
0.86000	-30535
0.86400	-28500
0.86800	-25099
0.87200	-23425
0.87600	-25256
0.88000	-31262
0.88400	-41004
0.88800	-53269
0.89200	-66397
0.89600	-78501
0.90000	-87917
0.90400	-93611
0.90800	-95116
0.91200	-92487
0.91600	-86371
0.92000	-77754
0.92400	-67619
0.92800	-56921
0.93200	-46507
0.93600	-36947
0.94000	-28576
0.94400	-21538
0.94800	-15832
0.95200	-11342
0.95600	-7898
0.96000	-5309
0.96400	-3389
0.96800	-1995
0.97200	-985
0.97600	-260
0.98000	260
0.98400	641
0.98800	919
0.99200	1104
0.99600	1219
1.00000	1295
1.00400	1355
1.00800	1403
1.01200	1476
1.01600	1602
1.02000	1805
1.02400	2218
1.02800	3005
1.03200	4309
1.03600	6214
1.04000	8686
1.04400	11586
1.04800	14701
1.05200	17808
1.05600	20729
1.06000	23292
1.06400	25375
1.06800	26924
1.07200	27941
1.07600	28482
1.08000	28638
1.08400	28553
1.08800	28414
1.09200	28355
1.09600	28461
1.10000	28831
1.10400	29483
1.10800	30365
1.11200	31413
1.11600	32580
1.12000	33793
1.12400	34991
1.12800	36126
1.13200	37170
1.13600	38116
1.14000	38932
1.14400	39615
1.14800	40198
1.15200	40697
1.15600	41113
1.16000	41458
1.16400	41765
1.16800	42037
1.17200	42263
1.17600	42462
1.18000	42654
1.18400	42841
1.18800	43005
1.19200	43153
1.19600	43283
1.20000	43396
1.20400	43502
1.20800	43624
1.21200	43755
1.21600	43865
1.22000	43974
1.22400	44100
1.22800	44214
1.23200	44315
1.23600	44415
1.24000	44517
1.24400	44615
1.24800	44706
1.25200	44800
1.25600	44889
1.26000	44979
1.26400	45073
1.26800	45168
1.27200	45265
1.27600	45367
1.28000	45463
1.28400	45555
1.28800	45654
1.29200	45756
1.29600	45856
1.30000	45959
1.30400	46054
1.30800	46136
1.31200	46220
1.31600	46301
1.32000	46366
1.32400	46441
1.32800	46523
1.33200	46590
1.33600	46651
1.34000	46713
1.34400	46781
1.34800	46843
1.35200	46895
1.35600	46947
1.36000	46994
1.36400	47030
1.36800	47051
1.37200	47072
1.37600	47094
1.38000	47121
1.38400	47152
1.38800	47169
1.39200	47181
1.39600	47193
1.40000	47197
1.40400	47203
1.40800	47210
1.41200	47216
1.41600	47207
1.42000	47205
1.42400	47210
1.42800	47207
1.43200	47197
1.43600	47164
1.44000	47127
1.44400	47109
1.44800	47086
1.45200	47056
1.45600	47047
1.46000	47032
1.46400	47012
1.46800	46994
1.47200	46967
1.47600	46940
1.48000	46907
1.48400	46882
1.48800	46852
1.49200	46808
1.49600	46773
1.50000	46740
1.50400	46694
1.50800	46642
1.51200	46590
1.51600	46540
1.52000	46496
1.52400	46469
1.52800	46438
1.53200	46404
1.53600	46372
1.54000	46326
1.54400	46306
1.54800	46279
1.55200	46221
1.55600	46174
1.56000	46154
1.56400	46120
1.56800	46082
1.57200	46055
1.57600	46016
1.58000	45981
1.58400	45947
1.58800	45905
1.59200	45870
1.59600	45857
1.60000	45833
1.60400	45794
1.60800	45768
1.61200	45747
1.61600	45719
1.62000	45682
1.62400	45642
1.62800	45604
1.63200	45576
1.63600	45557
1.64000	45546
1.64400	45521
1.64800	45480
1.65200	45442
1.65600	45421
1.66000	45404
1.66400	45376
1.66800	45355
1.67200	45326
1.67600	45282
1.68000	45246
1.68400	45212
1.68800	45180
1.69200	45159
1.69600	45140
1.70000	45121
1.70400	45093
1.70800	45068
1.71200	45050
1.71600	45020
1.72000	44995
1.72400	44989
1.72800	44982
1.73200	44951
1.73600	44935
1.74000	44924
1.74400	44890
1.74800	44863
1.75200	44836
1.75600	44797
1.76000	44760
1.76400	44730
1.76800	44699
1.77200	44672
1.77600	44638
1.78000	44602
1.78400	44585
1.78800	44582
1.79200	44571
1.79600	44542
1.80000	44526
1.80400	44521
1.80800	44506
1.81200	44478
1.81600	44439
1.82000	44407
1.82400	44393
1.82800	44399
1.83200	44405
1.83600	44386
1.84000	44358
1.84400	44341
1.84800	44334
1.85200	44343
1.85600	44349
1.86000	44346
1.86400	44342
1.86800	44347
1.87200	44370
1.87600	44377
1.88000	44363
1.88400	44363
1.88800	44373
1.89200	44391
1.89600	44401
1.90000	44401
1.90400	44415
1.90800	44431
1.91200	44455
1.91600	44484
1.92000	44510
1.92400	44529
1.92800	44561
1.93200	44599
1.93600	44628
1.94000	44641
1.94400	44658
1.94800	44685
1.95200	44699
1.95600	44719
1.96000	44741
1.96400	44755
1.96800	44772
1.97200	44776
1.97600	44795
1.98000	44823
1.98400	44838
1.98800	44856
1.99200	44868
1.99600	44885
2.00000	44894
2.00400	44884
2.00800	44884
2.01200	44887
2.01600	44885
2.02000	44886
2.02400	44898
2.02800	44905
2.03200	44891
2.03600	44882
2.04000	44884
2.04400	44867
2.04800	44837
2.05200	44811
2.05600	44793
2.06000	44771
2.06400	44760
2.06800	44747
2.07200	44714
2.07600	44682
2.08000	44660
2.08400	44631
2.08800	44595
2.09200	44545
2.09600	44500
2.10000	44467
2.10400	44434
2.10800	44415
2.11200	44391
2.11600	44362
2.12000	44328
2.12400	44278
2.12800	44219
2.13200	44175
2.13600	44154
2.14000	44116
2.14400	44072
2.14800	44046
2.15200	44015
2.15600	43978
2.16000	43945
2.16400	43903
2.16800	43868
2.17200	43843
2.17600	43803
2.18000	43772
2.18400	43762
2.18800	43753
2.19200	43731
2.19600	43713
2.20000	43708
2.20400	43701
2.20800	43695
2.21200	43667
2.21600	43634
2.22000	43620
2.22400	43602
2.22800	43592
2.23200	43595
2.23600	43598
2.24000	43605
2.24400	43607
2.24800	43602
2.25200	43605
2.25600	43600
2.26000	43596
2.26400	43610
2.26800	43614
2.27200	43612
2.27600	43627
2.28000	43652
2.28400	43661
2.28800	43661
2.29200	43666
2.29600	43674
2.30000	43693
2.30400	43711
2.30800	43714
2.31200	43713
2.31600	43714
2.32000	43717
2.32400	43715
2.32800	43711
2.33200	43711
2.33600	43724
2.34000	43736
2.34400	43728
2.34800	43730
2.35200	43744
2.35600	43760
2.36000	43746
2.36400	43713
2.36800	43707
2.37200	43712
2.37600	43703
2.38000	43683
2.38400	43674
2.38800	43665
2.39200	43644
2.39600	43643
2.40000	43642
2.40400	43623
2.40800	43608
2.41200	43592
2.41600	43582
2.42000	43554
2.42400	43532
2.42800	43533
2.43200	43524
2.43600	43514
2.44000	43507
2.44400	43491
2.44800	43476
2.45200	43475
2.45600	43461
2.46000	43453
2.46400	43464
2.46800	43452
2.47200	43429
2.47600	43421
2.48000	43416
2.48400	43403
2.48800	43390
2.49200	43386
2.49600	43385
2.50000	43373
2.50400	43368
2.50800	43377
2.51200	43389
2.51600	43399
2.52000	43400
2.52400	43412
2.52800	43421
2.53200	43424
2.53600	43445
2.54000	43479
2.54400	43501
2.54800	43512
2.55200	43531
2.55600	43556
2.56000	43582
2.56400	43590
2.56800	43602
2.57200	43624
2.57600	43634
2.58000	43646
2.58400	43657
2.58800	43674
2.59200	43698
2.59600	43707
2.60000	43720
2.60400	43743
2.60800	43758
2.61200	43780
2.61600	43813
2.62000	43836
2.62400	43849
2.62800	43852
2.63200	43869
2.63600	43890
2.64000	43894
2.64400	43888
2.64800	43895
2.65200	43907
2.65600	43910
2.66000	43927
2.66400	43936
2.66800	43944
2.67200	43946
2.67600	43941
2.68000	43933
2.68400	43925
2.68800	43915
2.69200	43889
2.69600	43866
2.70000	43846
2.70400	43809
2.70800	43780
2.71200	43758
2.71600	43730
2.72000	43704
2.72400	43669
2.72800	43622
2.73200	43578
2.73600	43535
2.74000	43489
2.74400	43451
2.74800	43417
2.75200	43383
2.75600	43337
2.76000	43292
2.76400	43263
2.76800	43225
2.77200	43177
2.77600	43138
2.78000	43097
2.78400	43047
2.78800	43012
2.79200	42985
2.79600	42949
2.80000	42917
2.80400	42895
2.80800	42881
2.81200	42862
2.81600	42840
2.82000	42831
2.82400	42827
2.82800	42809
2.83200	42785
2.83600	42763
2.84000	42751
2.84400	42750
2.84800	42730
2.85200	42714
2.85600	42716
2.86000	42724
2.86400	42732
2.86800	42742
2.87200	42752
2.87600	42761
2.88000	42769
2.88400	42778
2.88800	42798
2.89200	42813
2.89600	42829
2.90000	42852
2.90400	42868
2.90800	42885
2.91200	42907
2.91600	42934
2.92000	42960
2.92400	42977
2.92800	42992
2.93200	43012
2.93600	43041
2.94000	43070
2.94400	43093
2.94800	43119
2.95200	43143
2.95600	43165
2.96000	43188
2.96400	43196
2.96800	43207
2.97200	43236
2.97600	43266
2.98000	43289
2.98400	43307
2.98800	43312
2.99200	43324
2.99600	43334
3.00000	43344
3.00400	43350
3.00800	43362
3.01200	43378
3.01600	43380
3.02000	43382
3.02400	43387
3.02800	43395
3.03200	43377
3.03600	43347
3.04000	43343
3.04400	43355
3.04800	43353
3.05200	43341
3.05600	43335
3.06000	43329
3.06400	43331
3.06800	43329
3.07200	43318
3.07600	43297
3.08000	43270
3.08400	43259
3.08800	43260
3.09200	43258
3.09600	43258
3.10000	43246
3.10400	43230
3.10800	43214
3.11200	43204
3.11600	43193
3.12000	43173
3.12400	43161
3.12800	43154
3.13200	43163
3.13600	43174
3.14000	43166
3.14400	43157
3.14800	43149
3.15200	43143
3.15600	43149
3.16000	43167
3.16400	43187
3.16800	43208
3.17200	43228
3.17600	43244
3.18000	43241
3.18400	43238
3.18800	43252
3.19200	43275
3.19600	43290
3.20000	43283
3.20400	43291
3.20800	43333
3.21200	43381
3.21600	43417
3.22000	43444
3.22400	43463
3.22800	43475
3.23200	43512
3.23600	43556
3.24000	43567
3.24400	43581
3.24800	43623
3.25200	43669
3.25600	43707
3.26000	43745
3.26400	43764
3.26800	43782
3.27200	43812
3.27600	43842
3.28000	43865
3.28400	43891
3.28800	43918
3.29200	43933
3.29600	43951
3.30000	43978
3.30400	43993
3.30800	44007
3.31200	44014
3.31600	44011
3.32000	44006
3.32400	44009
3.32800	44021
3.33200	43996
3.33600	43970
3.34000	43972
3.34400	43957
3.34800	43929
3.35200	43917
3.35600	43914
3.36000	43891
3.36400	43862
3.36800	43835
3.37200	43823
3.37600	43805
3.38000	43767
3.38400	43722
3.38800	43687
3.39200	43667
3.39600	43638
3.40000	43608
3.40400	43590
3.40800	43559
3.41200	43506
3.41600	43465
3.42000	43437
3.42400	43402
3.42800	43354
3.43200	43313
3.43600	43289
3.44000	43265
3.44400	43232
3.44800	43197
3.45200	43161
3.45600	43133
3.46000	43106
3.46400	43075
3.46800	43061
3.47200	43039
3.47600	43016
3.48000	43003
3.48400	42992
3.48800	42990
3.49200	42986
3.49600	42974
3.50000	42958
3.50400	42938
3.50800	42923
3.51200	42911
3.51600	42911
3.52000	42915
3.52400	42914
3.52800	42917
3.53200	42930
3.53600	42953
3.54000	42968
3.54400	42978
3.54800	43000
3.55200	43034
3.55600	43051
3.56000	43052
3.56400	43073
3.56800	43105
3.57200	43130
3.57600	43159
3.58000	43193
3.58400	43222
3.58800	43257
3.59200	43291
3.59600	43295
3.60000	43304
3.60400	43329
3.60800	43342
3.61200	43352
3.61600	43366
3.62000	43387
3.62400	43410
3.62800	43432
3.63200	43444
3.63600	43433
3.64000	43416
3.64400	43413
3.64800	43418
3.65200	43410
3.65600	43395
3.66000	43377
3.66400	43366
3.66800	43351
3.67200	43335
3.67600	43315
3.68000	43291
3.68400	43266
3.68800	43245
3.69200	43231
3.69600	43207
3.70000	43187
3.70400	43163
3.70800	43128
3.71200	43111
3.71600	43098
3.72000	43079
3.72400	43050
3.72800	43026
3.73200	43010
3.73600	42987
3.74000	42972
3.74400	42954
3.74800	42942
3.75200	42952
3.75600	42959
3.76000	42959
3.76400	42963
3.76800	42971
3.77200	42986
3.77600	43010
3.78000	43029
3.78400	43047
3.78800	43086
3.79200	43113
3.79600	43126
3.80000	43171
3.80400	43238
3.80800	43282
3.81200	43310
3.81600	43350
3.82000	43391
3.82400	43436
3.82800	43471
3.83200	43500
3.83600	43554
3.84000	43610
3.84400	43655
3.84800	43692
3.85200	43714
3.85600	43740
3.86000	43766
3.86400	43786
3.86800	43815
3.87200	43844
3.87600	43854
3.88000	43845
3.88400	43844
3.88800	43849
3.89200	43851
3.89600	43841
3.90000	43829
3.90400	43814
3.90800	43800
3.91200	43794
3.91600	43781
3.92000	43775
3.92400	43767
3.92800	43758
3.93200	43747
3.93600	43718
3.94000	43697
3.94400	43687
3.94800	43679
3.95200	43661
3.95600	43637
3.96000	43613
3.96400	43580
3.96800	43568
3.97200	43571
3.97600	43557
3.98000	43547
3.98400	43539
3.98800	43539
3.99200	43544
3.99600	43540
4.00000	43543
4.00400	43553
4.00800	43562
4.01200	43563
4.01600	43567
4.02000	43570
4.02400	43579
4.02800	43576
4.03200	43559
4.03600	43544
4.04000	43523
4.04400	43507
4.04800	43496
4.05200	43491
4.05600	43492
4.06000	43473
4.06400	43441
4.06800	43397
4.07200	43350
4.07600	43306
4.08000	43272
4.08400	43248
4.08800	43231
4.09200	43212
4.09600	43171
4.10000	43123
4.10400	43070
4.10800	43031
4.11200	43010
4.11600	42985
4.12000	42969
4.12400	42971
4.12800	42963
4.13200	42930
4.13600	42921
4.14000	42928
4.14400	42917
4.14800	42893
4.15200	42877
4.15600	42883
4.16000	42897
4.16400	42917
4.16800	42940
4.17200	42951
4.17600	42964
4.18000	42967
4.18400	42974
4.18800	42998
4.19200	43024
4.19600	43052
4.20000	43049
4.20400	43045
4.20800	43052
4.21200	43056
4.21600	43055
4.22000	43046
4.22400	43029
4.22800	43017
4.23200	43022
4.23600	43006
4.24000	42962
4.24400	42935
4.24800	42932
4.25200	42921
4.25600	42915
4.26000	42921
4.26400	42916
4.26800	42915
4.27200	42912
4.27600	42882
4.28000	42856
4.28400	42845
4.28800	42844
4.29200	42850
4.29600	42850
4.30000	42862
4.30400	42886
4.30800	42898
4.31200	42915
4.31600	42949
4.32000	42983
4.32400	43022
4.32800	43054
4.33200	43081
4.33600	43118
4.34000	43152
4.34400	43185
4.34800	43199
4.35200	43210
4.35600	43234
4.36000	43266
4.36400	43301
4.36800	43312
4.37200	43322
4.37600	43337
4.38000	43350
4.38400	43370
4.38800	43393
4.39200	43395
4.39600	43384
4.40000	43391
4.40400	43400
4.40800	43393
4.41200	43376
4.41600	43357
4.42000	43344
4.42400	43347
4.42800	43363
4.43200	43385
4.43600	43416
4.44000	43441
4.44400	43449
4.44800	43444
4.45200	43432
4.45600	43433
4.46000	43447
4.46400	43459
4.46800	43471
4.47200	43484
4.47600	43497
4.48000	43505
4.48400	43524
4.48800	43545
4.49200	43557
4.49600	43559
4.50000	43553
4.50400	43556
4.50800	43563
4.51200	43555
4.51600	43540
4.52000	43529
4.52400	43524
4.52800	43523
4.53200	43510
4.53600	43501
4.54000	43504
4.54400	43499
4.54800	43473
4.55200	43437
4.55600	43425
4.56000	43436
4.56400	43436
4.56800	43433
4.57200	43431
4.57600	43418
4.58000	43422
4.58400	43447
4.58800	43469
4.59200	43483
4.59600	43499
4.60000	43530
4.60400	43550
4.60800	43573
4.61200	43603
4.61600	43618
4.62000	43641
4.62400	43660
4.62800	43677
4.63200	43700
4.63600	43712
4.64000	43715
4.64400	43711
4.64800	43723
4.65200	43725
4.65600	43727
4.66000	43752
4.66400	43755
4.66800	43753
4.67200	43756
4.67600	43748
4.68000	43750
4.68400	43769
4.68800	43782
4.69200	43799
4.69600	43809
4.70000	43808
4.70400	43798
4.70800	43782
4.71200	43782
4.71600	43790
4.72000	43786
4.72400	43781
4.72800	43791
4.73200	43802
4.73600	43813
4.74000	43822
4.74400	43834
4.74800	43842
4.75200	43844
4.75600	43836
4.76000	43835
4.76400	43855
4.76800	43875
4.77200	43892
4.77600	43902
4.78000	43901
4.78400	43905
4.78800	43909
4.79200	43902
4.79600	43902
4.80000	43899
4.80400	43892
4.80800	43893
4.81200	43903
4.81600	43904
4.82000	43911
4.82400	43922
4.82800	43923
4.83200	43924
4.83600	43929
4.84000	43954
4.84400	43986
4.84800	44017
4.85200	44034
4.85600	44037
4.86000	44043
4.86400	44051
4.86800	44068
4.87200	44092
4.87600	44114
4.88000	44142
4.88400	44162
4.88800	44181
4.89200	44189
4.89600	44179
4.90000	44194
4.90400	44221
4.90800	44243
4.91200	44274
4.91600	44300
4.92000	44315
4.92400	44322
4.92800	44336
4.93200	44353
4.93600	44359
4.94000	44385
4.94400	44403
4.94800	44401
4.95200	44386
4.95600	44367
4.96000	44367
4.96400	44373
4.96800	44366
4.97200	44364
4.97600	44386
4.98000	44410
4.98400	44415
4.98800	44403
4.99200	44384
4.99600	44376
5.00000	44368
5.00400	44369
5.00800	44389
5.01200	44400
5.01600	44407
5.02000	44400
5.02400	44384
5.02800	44357
5.03200	44328
5.03600	44331
5.04000	44332
5.04400	44330
5.04800	44336
5.05200	44333
5.05600	44315
5.06000	44299
5.06400	44295
5.06800	44307
5.07200	44332
5.07600	44335
5.08000	44335
5.08400	44336
5.08800	44323
5.09200	44323
5.09600	44323
5.10000	44317
5.10400	44337
5.10800	44358
5.11200	44371
5.11600	44382
5.12000	44390
5.12400	44414
5.12800	44430
5.13200	44434
5.13600	44435
5.14000	44442
5.14400	44452
5.14800	44448
5.15200	44443
5.15600	44431
5.16000	44425
5.16400	44433
5.16800	44443
5.17200	44446
5.17600	44439
5.18000	44431
5.18400	44407
5.18800	44393
5.19200	44394
5.19600	44395
5.20000	44401
5.20400	44399
5.20800	44381
5.21200	44361
5.21600	44349
5.22000	44322
5.22400	44292
5.22800	44269
5.23200	44256
5.23600	44238
5.24000	44212
5.24400	44171
5.24800	44126
5.25200	44104
5.25600	44070
5.26000	44037
5.26400	44017
5.26800	44017
5.27200	44012
5.27600	43997
5.28000	44007
5.28400	44045
5.28800	44095
5.29200	44131
5.29600	44145
5.30000	44161
5.30400	44185
5.30800	44209
5.31200	44244
5.31600	44264
5.32000	44290
5.32400	44329
5.32800	44360
5.33200	44391
5.33600	44403
5.34000	44398
5.34400	44403
5.34800	44419
5.35200	44437
5.35600	44438
5.36000	44450
5.36400	44472
5.36800	44469
5.37200	44467
5.37600	44466
5.38000	44457
5.38400	44440
5.38800	44428
5.39200	44429
5.39600	44421
5.40000	44419
5.40400	44440
5.40800	44458
5.41200	44455
5.41600	44449
5.42000	44438
5.42400	44421
5.42800	44411
5.43200	44403
5.43600	44418
5.44000	44452
5.44400	44465
5.44800	44452
5.45200	44444
5.45600	44442
5.46000	44437
5.46400	44445
5.46800	44451
5.47200	44448
5.47600	44441
5.48000	44433
5.48400	44437
5.48800	44456
5.49200	44485
5.49600	44501
5.50000	44507
5.50400	44518
5.50800	44515
5.51200	44508
5.51600	44515
5.52000	44527
5.52400	44524
5.52800	44519
5.53200	44514
5.53600	44504
5.54000	44491
5.54400	44474
5.54800	44469
5.55200	44459
5.55600	44440
5.56000	44425
5.56400	44405
5.56800	44376
5.57200	44368
5.57600	44379
5.58000	44395
5.58400	44424
5.58800	44440
5.59200	44437
5.59600	44430
5.60000	44437
5.60400	44476
5.60800	44501
5.61200	44506
5.61600	44521
5.62000	44535
5.62400	44539
5.62800	44533
5.63200	44524
5.63600	44526
5.64000	44521
5.64400	44499
5.64800	44470
5.65200	44453
5.65600	44461
5.66000	44469
5.66400	44480
5.66800	44489
5.67200	44499
5.67600	44497
5.68000	44488
5.68400	44497
5.68800	44512
5.69200	44530
5.69600	44542
5.70000	44531
5.70400	44521
5.70800	44528
5.71200	44505
5.71600	44478
5.72000	44482
5.72400	44464
5.72800	44456
5.73200	44467
5.73600	44456
5.74000	44450
5.74400	44462
5.74800	44466
5.75200	44451
5.75600	44438
5.76000	44428
5.76400	44415
5.76800	44392
5.77200	44379
5.77600	44368
5.78000	44351
5.78400	44336
5.78800	44319
5.79200	44316
5.79600	44309
5.80000	44285
5.80400	44255
5.80800	44234
5.81200	44202
5.81600	44193
5.82000	44211
5.82400	44216
5.82800	44220
5.83200	44244
5.83600	44262
5.84000	44259
5.84400	44259
5.84800	44263
5.85200	44267
5.85600	44275
5.86000	44282
5.86400	44281
5.86800	44274
5.87200	44291
5.87600	44322
5.88000	44332
5.88400	44330
5.88800	44324
5.89200	44311
5.89600	44293
5.90000	44284
5.90400	44275
5.90800	44267
5.91200	44262
5.91600	44262
5.92000	44287
5.92400	44323
5.92800	44329
5.93200	44316
5.93600	44300
5.94000	44291
5.94400	44290
5.94800	44283
5.95200	44282
5.95600	44286
5.96000	44281
5.96400	44273
5.96800	44266
5.97200	44272
5.97600	44282
5.98000	44292
5.98400	44304
5.98800	44304
5.99200	44316
5.99600	44332
6.00000	44356
6.00400	44388
6.00800	44419
6.01200	44445
6.01600	44458
6.02000	44458
6.02400	44466
6.02800	44482
6.03200	44479
6.03600	44469
6.04000	44476
6.04400	44488
6.04800	44490
6.05200	44494
6.05600	44500
6.06000	44507
6.06400	44522
6.06800	44547
6.07200	44584
6.07600	44617
6.08000	44644
6.08400	44669
6.08800	44684
6.09200	44687
6.09600	44689
6.10000	44703
6.10400	44727
6.10800	44758
6.11200	44782
6.11600	44803
6.12000	44827
6.12400	44847
6.12800	44888
6.13200	44920
6.13600	44947
6.14000	44989
6.14400	45029
6.14800	45072
6.15200	45116
6.15600	45165
6.16000	45208
6.16400	45242
6.16800	45283
6.17200	45324
6.17600	45366
6.18000	45393
6.18400	45419
6.18800	45463
6.19200	45496
6.19600	45516
6.20000	45552
6.20400	45593
6.20800	45629
6.21200	45669
6.21600	45693
6.22000	45730
6.22400	45787
6.22800	45829
6.23200	45858
6.23600	45896
6.24000	45926
6.24400	45951
6.24800	45980
6.25200	46020
6.25600	46059
6.26000	46093
6.26400	46143
6.26800	46200
6.27200	46255
6.27600	46300
6.28000	46353
6.28400	46421
6.28800	46492
6.29200	46559
6.29600	46625
6.30000	46680
6.30400	46730
6.30800	46793
6.31200	46844
6.31600	46889
6.32000	46948
6.32400	47009
6.32800	47049
6.33200	47057
6.33600	47055
6.34000	47077
6.34400	47089
6.34800	47095
6.35200	47110
6.35600	47099
6.36000	47095
6.36400	47116
6.36800	47124
6.37200	47119
6.37600	47112
6.38000	47103
6.38400	47108
6.38800	47123
6.39200	47123
6.39600	47106
6.40000	47093
6.40400	47086
6.40800	47075
6.41200	47053
6.41600	47029
6.42000	47000
6.42400	46980
6.42800	46957
6.43200	46940
6.43600	46924
6.44000	46889
6.44400	46849
6.44800	46803
6.45200	46760
6.45600	46715
6.46000	46669
6.46400	46635
6.46800	46575
6.47200	46502
6.47600	46445
6.48000	46393
6.48400	46334
6.48800	46263
6.49200	46197
6.49600	46131
6.50000	46048
6.50400	45958
6.50800	45869
6.51200	45774
6.51600	45678
6.52000	45572
6.52400	45463
6.52800	45365
6.53200	45273
6.53600	45190
6.54000	45100
6.54400	44999
6.54800	44907
6.55200	44801
6.55600	44688
6.56000	44580
6.56400	44482
6.56800	44410
6.57200	44343
6.57600	44261
6.58000	44179
6.58400	44109
6.58800	44022
6.59200	43954
6.59600	43919
6.60000	43885
6.60400	43853
6.60800	43802
